,State,Pre_2005,Pre_2006,Pre_2007,Pre_2008,Pre_2009,Pre_2010,Pre_2011,Pre_2012,Pre_2013,Pre_2014,Pre_2015,Pre_2016,Pre_2017,Pre_2018,Pre_2019,Pre_2020,Pre_2021,Pre_2022
391,Rajasthan_Dungarpur,,,,,,,,,,,,,,,,,,
392,Rajasthan_Ganganagar,,,,,,,,,,,,,,,,,,
393,Rajasthan_Hanumangarh,,,,,,,,,,,,,,,,,,
394,Rajasthan_Jaipur,,,,,,,,,,,,,,,,,,
395,Rajasthan_Jaisalmer,,,,,,,,,,,,,,,,,,
396,Rajasthan_Jalor,,,,,,,,,,,,,,,,,,
397,Rajasthan_Jhalawar,,,,,,,,,,,,,,,,,,
398,Rajasthan_Jhunjhunun,,,,,,,,,,,,,,,,,,
399,Rajasthan_Jodhpur,,,,,,,,,,,,,,,,,,
400,Rajasthan_Karauli,,,,,,,,,,,,,,,,,,
401,Rajasthan_Kota,,,,,,,,,,,,,,,,,,
402,Rajasthan_Nagaur,,,,,,,,,,,,,,,,,,
403,Rajasthan_Pali,,,,,,,,,,,,,,,,,,
404,Rajasthan_Pratapgarh,,,,,,,,,,,,,,,,,,
405,Rajasthan_Rajsamand,,,,,,,,,,,,,,,,,,
406,Rajasthan_Sawai Madhopur,,,,,,,,,,,,,,,,,,
407,Rajasthan_Sikar,,,,,,,,,,,,,,,,,,
408,Rajasthan_Sirohi,,,,,,,,,,,,,,,,,,
409,Rajasthan_Tonk,,,,,,,,,,,,,,,,,,
410,Rajasthan_Udaipur,,,,,,,,,,,,,,,,,,
411,Tamil Nadu_Ariyalur,,,,,,,,,,,,,,,,,,
412,Tamil Nadu_Chennai,,,,,,,,,,,,,,,,,,
413,Tamil Nadu_Coimbatore,,,,,,,,,,,,,,,,,,
414,Tamil Nadu_Cuddalore,,,,,,,,,,,,,,,,,,
415,Tamil Nadu_Dharmapuri,,,,,,,,,,,,,,,,,,
416,Tamil Nadu_Dindigul,,,,,,,,,,,,,,,,,,
417,Tamil Nadu_Erode,,,,,,,,,,,,,,,,,,
418,Tamil Nadu_Kancheepuram,,,,,,,,,,,,,,,,,,
419,Tamil Nadu_Kanniyakumari,,,,,,,,,,,,,,,,,,
420,Tamil Nadu_Karur,,,,,,,,,,,,,,,,,,
421,Tamil Nadu_Krishnagiri,,,,,,,,,,,,,,,,,,
422,Tamil Nadu_Madurai,,,,,,,,,,,,,,,,,,
423,Tamil Nadu_Nagappattinam,,,,,,,,,,,,,,,,,,
424,Tamil Nadu_Namakkal,,,,,,,,,,,,,,,,,,
425,Tamil Nadu_Perambalur,,,,,,,,,,,,,,,,,,
426,Tamil Nadu_Pudukkottai,,,,,,,,,,,,,,,,,,
427,Tamil Nadu_Ramanathapuram,,,,,,,,,,,,,,,,,,
428,Tamil Nadu_Salem,,,,,,,,,,,,,,,,,,
429,Tamil Nadu_Sivaganga,,,,,,,,,,,,,,,,,,
430,Tamil Nadu_Thanjavur,,,,,,,,,,,,,,,,,,
431,Tamil Nadu_The Nilgiris,,,,,,,,,,,,,,,,,,
432,Tamil Nadu_Theni,,,,,,,,,,,,,,,,,,
433,Tamil Nadu_Thiruvallur,,,,,,,,,,,,,,,,,,
434,Tamil Nadu_Thiruvarur,,,,,,,,,,,,,,,,,,
435,Tamil Nadu_Thoothukkudi,,,,,,,,,,,,,,,,,,
436,Tamil Nadu_Tiruchirappalli,,,,,,,,,,,,,,,,,,
437,Tamil Nadu_Tirunelveli,,,,,,,,,,,,,,,,,,
438,Tamil Nadu_Tiruppur,,,,,,,,,,,,,,,,,,
439,Tamil Nadu_Tiruvannamalai,,,,,,,,,,,,,,,,,,
440,Tamil Nadu_Vellore,,,,,,,,,,,,,,,,,,
441,Tamil Nadu_Viluppuram,,,,,,,,,,,,,,,,,,
442,Tamil Nadu_Virudunagar,,,,,,,,,,,,,,,,,,
443,Telangana_Adilabad,,,,,,,,,,,,,,,,,,
444,Telangana_Hyderabad,,,,,,,,,,,,,,,,,,
445,Telangana_Karimnagar,,,,,,,,,,,,,,,,,,
446,Telangana_Khammam,,,,,,,,,,,,,,,,,,
447,Telangana_Mahbubnagar,,,,,,,,,,,,,,,,,,
448,Telangana_Medak,,,,,,,,,,,,,,,,,,
449,Telangana_Nalgonda,,,,,,,,,,,,,,,,,,
450,Telangana_Nizamabad,,,,,,,,,,,,,,,,,,
451,Telangana_Ranga Reddy,,,,,,,,,,,,,,,,,,
452,Telangana_Warangal,,,,,,,,,,,,,,,,,,
453,Tripura_Dhalai,,,,,,,,,,,,,,,,,,
454,Tripura_North Tripura,,,,,,,,,,,,,,,,,,
455,Tripura_South Tripura,,,,,,,,,,,,,,,,,,
456,Tripura_West Tripura,,,,,,,,,,,,,,,,,,
457,Uttar Pradesh_Agra,,,,,,,,,,,,,,,,,,
458,Uttar Pradesh_Aligarh,,,,,,,,,,,,,,,,,,
459,Uttar Pradesh_Ambedkar Nagar,,,,,,,,,,,,,,,,,,
460,Uttar Pradesh_Auraiya,,,,,,,,,,,,,,,,,,
461,Uttar Pradesh_Faizabad,,,,,,,,,,,,,,,,,,
462,Uttar Pradesh_Azamgarh,,,,,,,,,,,,,,,,,,
463,Uttar Pradesh_Baghpat,,,,,,,,,,,,,,,,,,
464,Uttar Pradesh_Bahraich,,,,,,,,,,,,,,,,,,
465,Uttar Pradesh_Ballia,,,,,,,,,,,,,,,,,,
466,Uttar Pradesh_Balrampur,,,,,,,,,,,,,,,,,,
467,Uttar Pradesh_Banda,,,,,,,,,,,,,,,,,,
468,Uttar Pradesh_Barabanki,,,,,,,,,,,,,,,,,,
469,Uttar Pradesh_Bareilly,,,,,,,,,,,,,,,,,,
470,Uttar Pradesh_Basti,,,,,,,,,,,,,,,,,,
471,Uttar Pradesh_Bijnor,,,,,,,,,,,,,,,,,,
472,Uttar Pradesh_Budaun,,,,,,,,,,,,,,,,,,
473,Uttar Pradesh_Bulandshahr,,,,,,,,,,,,,,,,,,
474,Uttar Pradesh_Chandauli,,,,,,,,,,,,,,,,,,
475,Uttar Pradesh_Chitrakoot,,,,,,,,,,,,,,,,,,
476,Uttar Pradesh_Deoria,,,,,,,,,,,,,,,,,,
477,Uttar Pradesh_Etah,,,,,,,,,,,,,,,,,,
478,Uttar Pradesh_Etawah,,,,,,,,,,,,,,,,,,
479,Uttar Pradesh_Farrukhabad,,,,,,,,,,,,,,,,,,
480,Uttar Pradesh_Fatehpur,,,,,,,,,,,,,,,,,,
481,Uttar Pradesh_Firozabad,,,,,,,,,,,,,,,,,,
482,Uttar Pradesh_Gautam Buddha Nagar,,,,,,,,,,,,,,,,,,
483,Uttar Pradesh_Ghaziabad,,,,,,,,,,,,,,,,,,
484,Uttar Pradesh_Ghazipur,,,,,,,,,,,,,,,,,,
485,Uttar Pradesh_Gonda,,,,,,,,,,,,,,,,,,
486,Uttar Pradesh_Gorakhpur,,,,,,,,,,,,,,,,,,
487,Uttar Pradesh_Hamirpur,,,,,,,,,,,,,,,,,,
488,Uttar Pradesh_Hardoi,,,,,,,,,,,,,,,,,,
489,Uttar Pradesh_Jalaun,,,,,,,,,,,,,,,,,,
490,Uttar Pradesh_Jaunpur,,,,,,,,,,,,,,,,,,
491,Uttar Pradesh_Jhansi,,,,,,,,,,,,,,,,,,
492,Uttar Pradesh_Kannauj,,,,,,,,,,,,,,,,,,
493,Uttar Pradesh_Kanpur Dehat,,,,,,,,,,,,,,,,,,
494,Uttar Pradesh_Kanpur Nagar,,,,,,,,,,,,,,,,,,
495,Uttar Pradesh_Kasganj,,,,,,,,,,,,,,,,,,
496,Uttar Pradesh_Kaushambi,,,,,,,,,,,,,,,,,,
497,Uttar Pradesh_Lakhimpur Kheri,,,,,,,,,,,,,,,,,,
498,Uttar Pradesh_Kushinagar,,,,,,,,,,,,,,,,,,
499,Uttar Pradesh_Lalitpur,,,,,,,,,,,,,,,,,,
500,Uttar Pradesh_Lucknow,,,,,,,,,,,,,,,,,,
501,Uttar Pradesh_Hathras,,,,,,,,,,,,,,,,,,
502,Uttar Pradesh_Maharajganj,,,,,,,,,,,,,,,,,,
503,Uttar Pradesh_Mahoba,,,,,,,,,,,,,,,,,,
504,Uttar Pradesh_Mainpuri,,,,,,,,,,,,,,,,,,
505,Uttar Pradesh_Mathura,,,,,,,,,,,,,,,,,,
506,Uttar Pradesh_Mau,,,,,,,,,,,,,,,,,,
507,Uttar Pradesh_Meerut,,,,,,,,,,,,,,,,,,
508,Uttar Pradesh_Mirzapur,,,,,,,,,,,,,,,,,,
509,Uttar Pradesh_Moradabad,,,,,,,,,,,,,,,,,,
510,Uttar Pradesh_Muzaffarnagar,,,,,,,,,,,,,,,,,,
511,Uttar Pradesh_Pilibhit,,,,,,,,,,,,,,,,,,
512,Uttar Pradesh_Pratapgarh,,,,,,,,,,,,,,,,,,
513,Uttar Pradesh_Allahabad,,,,,,,,,,,,,,,,,,
514,Uttar Pradesh_Rae Bareli,,,,,,,,,,,,,,,,,,
515,Uttar Pradesh_Rampur,,,,,,,,,,,,,,,,,,
516,Uttar Pradesh_Saharanpur,,,,,,,,,,,,,,,,,,
517,Uttar Pradesh_Sant Kabir Nagar,,,,,,,,,,,,,,,,,,
518,Uttar Pradesh_Sant Ravi Das Nagar,,,,,,,,,,,,,,,,,,
519,Uttar Pradesh_Shahjahanpur,,,,,,,,,,,,,,,,,,
520,Uttar Pradesh_Shravasti,,,,,,,,,,,,,,,,,,
521,Uttar Pradesh_Siddharth Nagar,,,,,,,,,,,,,,,,,,
522,Uttar Pradesh_Sitapur,,,,,,,,,,,,,,,,,,
523,Uttar Pradesh_Sonbhadra,,,,,,,,,,,,,,,,,,
524,Uttar Pradesh_Sultanpur,,,,,,,,,,,,,,,,,,
525,Uttar Pradesh_Unnao,,,,,,,,,,,,,,,,,,
526,Uttar Pradesh_Varanasi,,,,,,,,,,,,,,,,,,
527,Uttarakhand_Champawat,,,,,,,,,,,,,,,,,,
528,Uttarakhand_Dehradun,,,,,,,,,,,,,,,,,,
529,Uttarakhand_Hardwar,,,,,,,,,,,,,,,,,,
530,Uttarakhand_Nainital,,,,,,,,,,,,,,,,,,
531,Uttarakhand_Udham Singh Nagar,,,,,,,,,,,,,,,,,,
532,West Bengal_Bankura,,,,,,,,,,,,,,,,,,
533,West Bengal_Barddhaman,,,,,,,,,,,,,,,,,,
534,West Bengal_Birbhum,,,,,,,,,,,,,,,,,,
535,West Bengal_Dakshin Dinajpur,,,,,,,,,,,,,,,,,,
536,West Bengal_Darjiling,,,,,,,,,,,,,,,,,,
537,West Bengal_Haora,,,,,,,,,,,,,,,,,,
538,West Bengal_Hugli,,,,,,,,,,,,,,,,,,
539,West Bengal_Jalpaiguri,,,,,,,,,,,,,,,,,,
540,West Bengal_Koch Bihar,,,,,,,,,,,,,,,,,,
541,West Bengal_Maldah,,,,,,,,,,,,,,,,,,
542,West Bengal_Murshidabad,,,,,,,,,,,,,,,,,,
543,West Bengal_Nadia,,,,,,,,,,,,,,,,,,
544,West Bengal_North 24 Parganas,,,,,,,,,,,,,,,,,,
545,West Bengal_Pashchim Medinipur,,,,,,,,,,,,,,,,,,
546,West Bengal_Purba Medinipur,,,,,,,,,,,,,,,,,,
547,West Bengal_Puruliya,,,,,,,,,,,,,,,,,,
548,West Bengal_South 24 Parganas,,,,,,,,,,,,,,,,,,
549,West Bengal_Uttar Dinajpur,,,,,,,,,,,,,,,,,,
550,Nct Of Delhi,,,,,,,,,,,,,,,,,,
551,,12.94681818,8.597727273,11.475,9.089545455,7.397954545,8.558181818,7.780909091,8.523863636,10.78795455,8.904390244,9.7775,9.458974358999999,12.61131579,11.00285714,12.71088235,12.70301242900001,12.68656100380499,12.66906785450227
552,,10.99783784,6.925405405,8.979189189,7.401621622,7.902162162000001,8.503055556,7.778823528999999,7.987352941,8.129411765,8.733235294,9.147352941,6.116451613,8.715769231,8.07173913,9.406363636,9.389880552510007,9.369805410797914,9.35733429774788
553,,5.357714286,4.750277778,4.904166667,4.300277778,4.800833333,5.0655555560000005,4.285833333,5.44,4.680571429,4.456571428999999,4.448823528999999,8.298181818,8.9725,9.932413793,9.457586207,9.424196382149994,9.396211176328189,9.373569356765316
554,,5.1457142860000005,3.6357142860000002,4.230857143,3.554857143,3.416285714,3.3671428569999997,3.517575758,4.7330303030000005,5.2453125,4.1278125,5.605806452,5.969677419,5.960689655,6.018965517000001,6.287142857,6.252780101249999,6.262545971214195,6.244552626733034
555,,7.294,5.17,5.4368,5.3584,5.3736,5.1424,4.6488,6.5296,5.5928,5.2204,5.6628,6.236666667000001,6.1121739129999995,6.801818182000001,5.963478261000001,5.980980134239996,5.9964803395911925,5.996821564045855
556,,8.192307692,6.307692307999999,7.1125641029999995,5.346923077,5.9071794870000005,4.8241025639999995,5.515,6.7778947370000004,7.8736842110000005,7.055,7.563055556,7.3484375,8.826129032,7.037586207,7.767586207000001,7.7798736624200115,7.790911941790306,7.744949099265955
557,,6.8840625,4.317878788,5.50969697,4.856666667,5.4615151520000005,4.111515152,4.0525,5.4278125,5.488125,5.201612903,5.701935484,6.317419355,6.479655172,6.31,6.5452,6.547119816240008,6.544998444642698,6.554734017843011
558,,6.460857142999999,4.990857143,5.584,4.749142857,4.8768571430000005,4.743142857,4.027058824,4.682647059,4.993030303,5.983125,6.4803125,4.87483871,7.2263333329999995,6.408518518999999,7.415384615,7.436512736399994,7.5065694893139945,7.513752745878145
559,,7.0648,6.02,6.018,4.6324,6.4292,4.7516,4.516666667,6.5248,5.7488,4.2936,5.8768,5.5008,5.663913042999999,4.694090909,4.142608696,4.170069217740002,4.182923544388996,4.19394359724656
560,,6.68,4.457428571,4.815714286,4.533428571,5.905142857,5.210857143,3.985588235,6.0082352939999994,5.210882353,4.311764706,4.407058824,3.8381818180000002,4.74625,4.678999999999999,5.418965517,5.415739364120002,5.456537458573499,5.459764073795189
561,,6.3195,5.3395,5.522,4.5680000000000005,5.98,4.753,3.801,6.242000000000001,5.4675,4.712,4.4115,4.7025,5.6145,4.92,5.874117647,5.872269713640001,5.826352224097793,5.805767658238219
562,,10.22592593,8.388888889,8.048888889,8.234444444,7.62037037,8.322592593,7.14,8.657307692,8.102692308,7.097307692,7.671538462000001,8.1412,8.5575,9.087727272999999,8.185789474,8.179172302559996,8.172802018210403,8.101366007528867
563,,12.0562963,8.380740741,10.09888889,7.33037037,7.619259259,7.667037037,8.325,9.449565217,10.18217391,9.439130435,12.57190476,9.226666667,13.23473684,10.66111111,11.56111111,11.502073071599996,11.400877455268002,11.3793615652666
564,,2.67,3.3525,3.2675,4.01,4.1225,4.315,4.2775,4.44,4.665,3.375,3.0975,3.23,2.8375,3.3025,4.6,4.596781439390007,4.588550480044701,4.596787066387272
565,,2.56,6.205,4.125,4.265,7.13,6.55,6.49,6.905,7.0,6.67,6.46,6.47,6.555,6.515,6.75,6.745347441449999,6.7397089452440015,6.732234844309047
566,,2.37,2.525,3.225,2.925,2.925,3.525,3.325,4.21,3.285,5.0,5.06,2.79,4.52,4.54,4.82,4.803465659289997,4.800339738022998,4.814233359947619
567,,4.926666667,5.4233333329999995,4.583333333,7.9066666670000005,7.106666667000001,7.686666667000001,7.276666667000001,5.14,6.25,4.56,7.086666667,6.25,5.873333333,4.583333333,6.98,6.994142231180007,7.007691714450212,7.01354257622112
568,,1.046666667,1.855,1.84,2.7833333330000003,2.976666667,2.93,2.75,2.425,1.9133333330000002,1.8625,1.716666667,3.1,4.05,3.365,2.755,2.6559201530399985,2.4943649289033014,2.571337654289268
569,,2.16,3.3125,3.2475,2.936666667,2.6075,2.3525,2.64,3.893333333,3.8033333330000003,3.75,2.7366666669999997,3.8125,4.145,3.7675,3.85,3.837321400050004,3.802699031945995,3.795487837425253
570,,2.6919999999999997,3.302,2.44,3.6660000000000004,3.748,3.076,2.8680000000000003,3.67,3.654,3.764,3.182,3.778,3.674,3.6,3.534,3.5250084686599967,3.5216868763286944,3.5209588792260296
571,,1.671818182,1.6881818180000001,1.7,2.884545455,2.99,2.470909091,3.1618181819999998,3.355,2.484,2.7936363639999997,2.546,2.155555556,1.786666667,1.26,2.2088888890000002,2.1392367408,1.920800139728103,2.0617299092316044
572,,3.281538462,3.34,2.09,2.54,1.82,3.63,3.68,3.39,3.39,3.29,3.29,3.42,3.42,3.42,3.937860218,3.9351260548400058,3.9348373584741996,3.9282252036049017
573,,3.448,3.694,3.6919999999999997,3.96,4.268,4.354,4.376,4.374,3.98,3.888,3.654,4.492,4.593999999999999,4.056,3.822,3.822893113320002,3.8189109280448945,3.8134537641861517
574,,1.955,2.18,1.965,2.955,3.94,3.0225,2.9975,2.89,2.875,2.9175,3.1175,2.2675,2.3725,2.31,2.316666667,2.3347486803099975,2.2005900730231027,2.197757227302503
575,,2.924,3.43,4.088,4.058,4.63,4.692,4.474,4.378,4.7,4.362,4.518,5.8260000000000005,4.516,5.09,4.352,4.358754359209995,4.3594074029266,4.368523291750697
576,,2.30625,3.1355555560000004,3.1688888889999998,3.705555556,3.6944444439999997,3.7544444439999998,3.6411111110000003,3.94125,3.9111111110000003,3.408888889,2.7455555560000002,3.118888889,2.9655555560000004,2.886666667,3.503333333,3.4794274134899967,3.475284157688393,3.4840276794123977
577,,3.4210000000000003,2.763,2.627,4.024,4.545,4.324,3.885,4.39,4.531000000000001,3.5780000000000003,4.271,4.082,4.2860000000000005,4.205,3.91,3.9125054817000056,3.9120094417689053,3.9006266979577737
578,,3.386,4.668,5.9475,5.65,4.71,6.23,4.91,7.8225,5.7375,4.9239999999999995,4.898,4.806,6.3839999999999995,4.506,6.1425,6.14082398296,6.153109460656599,6.1485246910410964
579,,1.1575,1.965,2.9225,3.6625,1.0075,1.3466666669999998,2.7033333330000002,2.843333333,2.843333333,2.055,0.595,0.595,0.46,0.19,0.425,0.7417499999999991,1.0572609989033992,1.7263034528969752
580,,1.74,2.026363636,3.9727272730000003,3.3489999999999998,2.835454545,3.9127272730000002,2.227272727,3.5389999999999997,2.813333333,2.757777778,2.348888889,2.095555556,2.29625,1.96125,2.0575,2.086682828290002,2.037175342544903,2.0964037809155953
581,,2.5225,2.665625,2.35125,3.70125,3.956666667,4.51,4.055384615,4.0569230769999995,3.5792307689999996,3.352142857,3.377333333,4.074,3.6075,3.335,3.214666667,3.2221148974399996,3.194338913966801,3.165568534199725
582,,1.903846154,1.918461538,1.123076923,2.8738461539999998,3.978461538,4.483333333,2.8609090910000003,4.686363636,4.781818182,2.933636364,3.9739999999999998,2.7319999999999998,2.803,2.648,3.294545455,3.251651253919996,3.105366376152698,3.1099534854296396
583,,4.606521739,5.2656521739999995,4.210869565,6.452173912999999,6.17,6.237916667,5.939166667,6.748333333,4.0830434780000004,4.539565217,5.43173913,5.19173913,5.329047619,5.327727273,5.3740909089999995,5.371695671480003,5.2852276312729005,5.298973744267385
584,,1.667777778,1.964444444,1.491111111,2.4277777780000003,2.158888889,1.88,2.201111111,2.594444444,1.854444444,1.763333333,1.521111111,1.255555556,1.813333333,1.27,1.6166666669999998,1.6058348890900018,1.5453110179050034,1.8617499863686051
585,,15.675,11.54333333,12.10666667,11.44666667,11.13333333,11.78,11.86333333,11.81,11.51,11.64333333,11.19666667,11.19666667,12.05666667,12.00666667,11.86666667,11.8780720316,11.857430713525,11.856480949148786
586,,2.345294118,2.351764706,2.160588235,3.7029411760000004,3.279411765,3.2317647060000003,3.1023529410000004,3.0476470589999995,3.08875,3.029375,3.126666667,2.8925,2.807692308,2.644615385,2.807142857,2.81102357195,2.6058023601723006,2.701476145290627
587,,2.7060000000000004,2.496666667,2.29,2.971666667,2.775,3.4016666669999998,1.715,2.156666667,1.72,4.854,4.506,4.814,4.7860000000000005,3.991666667,4.7133333330000005,4.702100063909997,4.6583411302794,4.653124941169495
588,,3.39,3.6795,3.17,4.09,4.231111111000001,4.852222222,3.998888889,4.264117647,3.364117647,3.781176471,4.102352941,5.393333332999999,4.971052632,4.24,4.177368421000001,4.17710940261,4.183173061719494,4.193967922065646
589,,1.105,1.435,1.525,1.15,1.05,2.555,2.645,2.305,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.584958333330001,1.5737051796349038,1.66937563711599
590,,1.77,2.613636364,3.6136363639999995,4.31,4.093,3.211904762,2.9655555560000004,4.531111111,3.3263636360000004,3.5590909089999996,3.214545455,3.212727273,2.8360000000000003,2.761,2.16,2.201464974019999,2.428654284998702,2.4265019326119637
591,,3.341111111,3.481666667,3.5305555560000004,4.207647059,4.442352941,3.974117647,4.22625,4.40375,4.395882353,4.470588235,4.405625,3.7913333330000003,4.154,3.824666667,4.068666667,4.065590085160002,4.069165520669104,4.0665627127080395
592,,2.600714286,3.189285714,3.620714286,4.322857143,3.9257142860000003,3.8807692310000004,3.9961538460000003,4.364615385,4.55,3.8030769230000003,2.481538462,2.8176923080000003,2.893846154,2.846923077,3.143333333,3.145508268269994,3.1284837642601984,2.9885384986089316
593,,2.400714286,2.835,2.31,3.4742857139999996,3.3628571430000003,3.814666667,3.929333333,3.7433333330000003,3.355,3.603076923,3.545833333,3.344615385,3.342,2.987333333,2.647333333,2.707278634680002,2.7163699007472,2.822379563198583
594,,3.33,2.935,3.625,3.4,3.675,3.65,3.815,3.97,4.475,3.835,5.415,5.165,3.7,3.815,3.635,3.598012896840001,3.6036400593925966,3.5943069034393176
595,,5.8625,4.9775,5.6575,6.0825,5.7425,5.785,6.8175,5.59,5.4125,4.87,5.8925,5.3025,4.8275,5.7,5.505,5.508159885789997,5.533176438727902,5.528744159642982
596,,4.764545455,5.07,5.392727272999999,5.181818182,5.316666667,6.876666667,7.352222222000001,7.216666667,6.181111111,5.782727273,5.953636363999999,7.2318181820000005,6.471111111,6.987777778,6.1788888889999996,6.173714405769996,6.171396099781097,6.153099011116078
597,,4.8175,4.2775,3.71875,5.0775,5.15625,5.36,5.4775,5.66375,5.9975,4.4175,5.70625,5.77125,6.15375,6.08375,6.7225,6.722762742410001,6.717215244703596,6.716076421291791
598,,5.2675,6.6690909089999995,6.667000000000001,6.725454545,6.594545455,7.315454545,7.678181818,6.915454545,7.296363636000001,6.470909091,5.812727272999999,6.1136363639999995,6.79,6.091,7.209,7.20134722519999,7.196036083491503,7.193212511821327
599,,6.348181818,5.240909091,6.513636364,6.010909091,5.910909091000001,6.740909091,7.186363636,6.389090909,7.011818182000001,6.897272727000001,7.184545455,6.371818182,8.352727273,6.692727272999999,7.7836363639999995,7.79359329551001,7.784183290053915,7.7531335277119835
600,,4.631111111,5.8488888889999995,6.7675,5.99125,5.39625,6.2275,6.15,5.5325,5.414444444,4.732222222,5.444444444,6.312222222000001,5.285,5.87,6.17625,6.171151481219995,6.170905059362407,6.172338405600986
601,,6.8,5.4879999999999995,7.246,6.106,4.328,6.12,6.52,5.494,5.922000000000001,5.292000000000001,6.13,6.042000000000001,5.38,6.24,4.928,4.919020473979999,4.91202571314941,4.900038674281798
602,,3.042222222,3.2966666669999998,3.292222222,3.4325,3.2875,2.90875,4.03125,4.0725,4.3625,3.48875,3.725555556,4.6111111110000005,4.063333333,4.34,5.072222222,5.07559063191,5.070959754566705,5.062057766122907
603,,6.2575,5.916363636,5.9472727270000005,6.285454545,6.486363636,6.586363636000001,6.431818182000001,7.451111111,8.046666667,6.496666667,5.18,7.1775,8.905714286,7.724285714,8.712857142999999,8.696719083320001,8.676151346236898,8.664396972981535
604,,3.957857143,3.185,2.414615385,2.605714286,3.1257142860000005,3.9414285710000003,4.226666667,4.260833333,3.744545455,3.385454545,3.382727273,4.190909091,3.934166667,3.504615385,4.119230769,4.128867786180004,4.142652943185501,4.143359926293701
605,,7.787142857,8.2,8.157142857,8.77,8.621428571000001,8.718571428999999,9.358571429,8.965714286,9.082857143,9.56,9.862857143,9.245714286,6.54,8.328571429,8.781428571000001,8.789684577169993,8.770358022443896,8.800558943228907
606,,5.244,5.1175,3.8575,3.48,4.05,6.8020000000000005,6.984,5.888,4.814,5.507999999999999,5.1579999999999995,6.534,5.118,5.96,5.772,5.779196054849999,5.780961183625293,5.787036446461986
607,,7.351111111,6.418888889,6.615555556,7.092222222,7.267777777999999,8.861111111,8.472999999999999,7.705,7.108,6.672000000000001,7.672000000000001,7.712000000000001,8.478888889,9.307,8.486,8.475045780259999,8.437666958102302,8.437831872209472
608,,3.936923077,3.640714286,3.7286666669999997,4.713571429,5.4639999999999995,4.636,4.960714286,4.9406666669999995,4.570666667,4.612666667,5.302142857,5.444615385,4.781666667,4.667857143,3.942142857,3.942682345650005,3.9344782460423007,3.9203487478501393
609,,6.26625,6.7075,6.01,6.58,7.23125,6.81,7.252857143,6.402857142999999,5.998571429,5.80375,5.6575,5.81125,6.93625,6.46625,6.825,6.801304052430002,6.7457741557982,6.739385021430107
610,,4.3185714289999995,4.3128571430000004,4.322857143,4.077142857,4.207142857,3.9014285710000003,4.1814285710000005,4.573333333,4.84,5.2139999999999995,5.8875,5.8175,4.8975,6.6125,4.6025,4.608765854970007,4.598306016340902,4.599952505514959
611,,7.2139999999999995,7.994,6.67,6.112,5.352,7.367999999999999,8.602,6.232,7.166,6.167999999999999,7.142,7.986000000000001,6.27,7.43,6.6275,6.632505084190006,6.6388422357391,6.614575595667145
612,,3.193333333,3.086666667,3.0780000000000003,4.076666667,3.7166666669999997,4.415,3.951666667,4.128,5.088,4.064,4.4239999999999995,4.552,4.372,4.234,4.354,4.354926151179998,4.358748429869799,4.362600020122935
613,,3.665,3.878571429,3.0525,3.5266666669999998,3.082142857,3.665714286,3.794166667,3.606666667,4.48,3.948666667,4.1,4.165333333,2.522857143,2.906428571,3.387857143,3.3626609471100006,3.347493804931995,3.3107916506274973
614,,5.96125,5.555,6.05625,5.49,6.35625,6.94,7.11875,7.00625,6.065,6.37875,6.07125,5.6125,6.88,5.3,7.53,7.528824894699999,7.543193993281708,7.534120363810452
615,,4.194210526,4.375263158,4.396842105,3.9594736839999998,3.4894736839999996,4.411052632,5.097777778,4.576666667,5.431666667000001,4.593888889,4.8094444439999995,5.5766666670000005,4.896111111000001,5.177222222,6.003888889,6.023184463539998,6.033640596518606,6.034337885028292
616,,3.954444444,2.773333333,3.182222222,3.5133333330000003,3.4488888889999996,4.946666667,5.3975,3.63875,4.0433333330000005,4.118888889,4.395555556000001,4.586666667,4.584444444,4.895555556000001,6.245555556,6.209231298600002,6.2046644333910015,6.199068085569902
617,,5.407142857,4.5875,5.051428571000001,4.994285714,3.8575,4.90625,5.56625,5.8433333329999995,7.102857143,5.677142857000001,6.05875,6.27875,5.86125,6.29125,7.13125,7.147048517010005,7.1520897984630025,7.188362345448524
618,,3.61,3.707,4.3260000000000005,4.263,3.7880000000000003,3.674,3.348888889,4.4025,4.16625,3.363333333,3.794444444,3.7177777780000003,3.2633333330000003,3.6811111110000003,4.0711111110000004,4.062898601739998,4.0694375661991025,4.078104236713548
619,,6.765,5.187,6.063636364,5.931818182000001,6.413636363999999,6.418181818,6.832000000000001,5.93,5.6339999999999995,5.442,6.755,5.63,5.369,6.729090909,6.076363636,6.061683680919998,6.0505473796555975,6.077702952215111
620,,3.907333333,3.61,3.769333333,3.7607142860000002,3.925384615,3.762857143,4.924285714,3.871428571,4.6935714289999995,2.91,4.071333333,3.663333333,3.5860000000000003,3.7326666669999997,3.9613333330000002,3.9769166341700037,3.9745950429034993,3.948515047795178
621,,3.843333333,3.08,3.4228571430000003,3.2,4.202857143,3.5542857139999997,4.023333333,3.8033333330000003,4.578333333,3.85,4.805,3.77,3.76,4.086666667,4.56,4.574726623370004,4.564460841368899,4.577351922636425
622,,6.529230769,6.034615385,6.897692308,5.970769231,5.847692307999999,7.066923077,7.078461537999999,7.6530769229999995,7.334615385,7.023846154,6.877692307999999,7.861538462,7.617692308,8.829230769,8.673846154,8.671439163269993,8.665972110291586,8.661407966660382
