,State,Pre_2005,Pre_2006,Pre_2007,Pre_2008,Pre_2009,Pre_2010,Pre_2011,Pre_2012,Pre_2013,Pre_2014,Pre_2015,Pre_2016,Pre_2017,Pre_2018,Pre_2019,Pre_2020,Pre_2021,Pre_2022
623,,3.755555556,3.402222222,3.22875,3.1777777780000003,3.4855555560000004,3.392222222,3.88375,4.1828571430000006,4.01,3.29,2.92125,3.13125,3.385,3.55125,4.53375,4.5404645398,4.546051483201098,4.549329326989194
624,,5.45,5.853,6.446000000000001,4.899,5.406000000000001,6.252000000000001,8.302222222000001,7.177777777999999,6.761111111,7.415555556,6.67,8.603333333,6.2244444439999995,6.373333333,7.91,7.906039814649998,7.9211183074818,7.925810621765043
625,,5.245833333,3.946363636,5.114166667,4.465833333,4.8475,7.2358333329999995,6.255,6.234166667,5.453333333,4.965833333,5.085833333,6.03,5.006666667,5.985,7.705,7.708773905000005,7.725611286521513,7.729684760521491
626,,7.775,5.7,3.31,3.31,3.31,6.15,7.15,7.07,8.535,5.315,2.85,5.515,6.915,6.115,8.63,8.636923823429996,8.642407275936687,8.649979265518317
627,,3.92,3.92,3.92,3.92,2.54,1.14,2.2,6.53,3.36,3.1,1.06,7.0,1.5,7.0,7.0,7.00452514087,6.994805072077092,7.009867827158381
628,,3.525,3.0575,3.58,3.0425,3.2625,4.4075,2.9175,3.865,3.615,3.6925,2.8575,4.71,3.5775,2.83,2.8625,2.831372850390001,2.801348588378302,2.81425633362731
629,,4.264444444,3.7510000000000003,4.230909091,4.460909091,4.3636363639999995,6.333636364,5.873333333,6.091111111,4.6111111110000005,4.243,4.426,5.51,4.415,5.982727272999999,6.358181817999999,6.369229877080004,6.371793081929997,6.381514838843498
630,,2.804,2.534166667,2.42,3.3125,3.4841666669999998,2.605833333,2.5989999999999998,2.932,2.46,2.702,2.909166667,2.4283333330000003,2.956666667,2.315833333,3.094166667,3.0778135543700005,2.8791446387192003,2.8933104591071968
631,,6.153333333,6.33,6.461666667,5.92,5.543333333,6.895,7.308333332999999,6.225,5.6085714289999995,6.324285714,5.455714286,6.172857143,6.688333332999999,6.686666667000001,6.63,6.621052373069998,6.622960557314801,6.613762711870829
632,,13.67111111,13.71625,12.32875,17.01818182,16.30363636,16.58909091,16.29181818,17.84363636,18.13727273,17.52363636,18.25181818,16.96909091,19.495,19.689,18.20363636,18.28500486420002,18.82208977072303,18.901975342404505
633,,7.110769231,6.288076922999999,6.1336,5.935909091,7.196666667000001,5.0861904760000005,5.974285714,5.653684211,6.9795,5.972380952000001,5.228,7.65,8.092,5.669130435,5.777916667,5.78292043023,5.791614273983592,5.808992829302854
634,,7.908571428999999,8.454571429,8.653714286,8.495142857000001,8.744285714,8.631428571,8.614117647,8.396060606,8.5603125,7.328181817999999,7.972727272999999,7.929393939,8.213333333,9.549354839,9.1546875,9.134094622140008,9.132565278404403,9.074318419632599
635,,6.798888889,4.158888889,4.84,5.467777777999999,5.01,2.3483333330000002,2.3483333330000002,2.3483333330000002,1.58533221,1.012057487,6.414,6.206,6.716666667,2.822,3.16,3.0869307360399976,2.975849885341698,2.882173510583929
636,,6.806666667000001,5.8753333329999995,6.571333332999999,6.130666667000001,7.228666667000001,7.262666667,5.714285714,6.792000000000001,6.759333333,6.090666667000001,4.756,8.233333333,6.724,5.9066666670000005,6.054666667,6.0598624836299955,6.056244407563602,6.064811281824344
637,,7.457000000000001,7.017,7.438,7.499,8.008333333,7.005882353,6.746111111,7.466111111,7.201578947000001,6.7525,5.5089999999999995,6.3275,7.503157895,6.037894737,7.504444444,7.510854319589999,7.51433562869849,7.527717853521892
638,,7.037619048,6.816666667000001,6.284285714,6.772380952000001,6.975,8.3645,6.9725,7.053,5.924285714,6.64047619,6.652857142999999,7.788571429,6.174285714,8.215238095,7.895238095,7.896589760779994,7.931363836382394,7.934387340667405
639,,6.707407407000001,7.351111111,7.245555556,6.626666667,6.99,7.085925926,6.82,6.418846154,6.918076922999999,6.036666667,6.498518519,7.551111111,7.362222222000001,7.151851852,6.987407407,6.992790674069991,6.994105059310986,7.0137750756996935
640,,6.54,6.547999999999999,7.622000000000001,7.957000000000001,8.976,8.396,7.904444444,7.632222222,7.641111111,6.356666667000001,9.094444444,7.878888889,9.34875,8.62,7.2620000000000005,7.210385618649997,7.209500974013992,7.190742375387008
641,,8.759375,8.57375,9.0,8.934375,8.51125,9.339375,8.508125,8.72,8.256666667000001,8.169333332999999,9.032666667,9.314666667000001,8.275714286,9.637142857,8.737857143,8.732224322620006,8.706649209672591,8.756576798711954
642,,6.997647059,7.626470587999999,7.145882352999999,6.125294117999999,7.119375,7.5933333329999995,8.044666667000001,7.212857143,8.26125,6.275625,6.12875,7.39875,7.667647059,7.079411765,8.603529412,8.626708291239991,8.63789806940699,8.643672829566118
643,,9.7675,10.06095238,10.35619048,8.704285714,10.32047619,10.02263158,8.121052632,8.590555556,8.750526316,9.972222222000001,5.071578947,9.626,8.2725,6.783888889,6.921666667,6.933875896189996,7.0023066155743034,7.0102979617955725
644,,7.5879310339999995,7.152758621,7.398275862,7.104482759,7.469655172,7.465,6.8353571429999995,6.775,7.335,6.7475,7.1014285710000005,7.617142857,6.805,7.046153846,5.984615385,6.0092147679699925,6.01062381901299,6.02254565738676
645,,8.837209302,8.543953488,9.156511627999999,7.22627907,7.996666667,8.035853658999999,6.31097561,8.167560976,7.724186047000001,8.385813953,5.431190476,9.083421053,7.873947368,6.540555556,6.249459459,6.251002788799999,6.209049352241797,6.1965636141439155
646,,7.455454545,7.726818182000001,8.204090909,7.779090909,8.284285714,8.3275,7.814,7.394736842,7.655555556,7.1141176470000005,7.494210526,8.337368421,8.091666667,7.31,8.052941176000001,8.04881419356999,8.047554070412895,8.063218850498574
647,,8.788837209,8.929767442000001,8.76255814,8.588837209,9.180697674,9.511904762,10.14714286,9.064761905,9.142325581,8.782619047999999,8.367142857000001,9.118536585,8.824,8.17,9.384,9.38079443386001,9.372947087104015,9.372115590675907
648,,7.469090909,7.293636364,7.049090908999999,8.151818182000001,8.269090908999999,6.535,6.726,6.837999999999999,7.505,5.605,4.505,6.87,7.116363636,6.143636364,5.881818182000001,5.8737019438099995,5.836720775809298,5.844430564417629
649,,7.81,7.318333332999999,7.078333333,7.245,7.506666667,7.208333333,5.283333333,6.873333333,4.848333333,5.473333332999999,8.158333333,8.435,8.438333333,8.266666667,9.07,9.07067371770001,9.036269382079396,9.016725977858425
650,,5.796666667,4.37,4.133333333,4.2533333330000005,5.643333332999999,6.17,4.976666667,6.546666667,4.803333333,6.33,7.806666667000001,8.543333333,3.976666667,4.51,5.81,5.813269769129996,5.804795157398892,5.803050984925653
651,,2.81,3.43,3.2,3.67,3.8,3.35,3.26,3.26,3.26,4.07,4.13,2.9,4.2,4.27,5.1,5.097413986170007,5.078939127333507,5.065748481779331
652,,6.31,5.6745,5.6145,4.998,5.5655,5.742999999999999,5.3545,5.222,5.79,4.8180000000000005,5.0245,5.26,4.1395,5.2105,5.4110000000000005,5.410708712909999,5.430963007606899,5.454080042318516
653,,7.0005,6.1770000000000005,6.1515,5.955,6.9910000000000005,6.835,6.1610000000000005,6.73,6.843999999999999,6.771,6.3015,6.1565,5.1265,6.2735,6.3985,6.396387203730008,6.394240621139901,6.391727571254288
654,,25.335,27.7365625,27.5725,25.5953125,25.60645161,23.84,23.081999999999997,30.31433333,27.18233333,24.75032258,23.76096774,20.791,21.50285714,20.87571429,21.67464286,22.01040687259998,24.633323849438014,26.100863711684497
655,,17.57192982,13.72535714,15.2977193,12.94842105,13.25964286,17.11357143,13.085,14.69875,16.01125,19.23821429,14.75574074,15.38425926,16.36056604,16.65254902,17.5088,17.628271947700014,17.719541847369037,18.557219055312924
656,,14.03772727,10.92318182,8.89,10.97363636,10.14727273,11.17590909,11.54454545,12.24714286,13.06380952,11.04047619,7.880952381,12.15857143,13.60714286,14.71904762,13.082,13.164306492999996,13.189534283910987,13.35985874339349
657,,30.60485714,29.71085714,27.38342857,26.88542857,27.63969697,30.64235294,31.7515625,32.44193548,32.11933333,33.05933333,30.87466667,34.17166667,33.52,33.86454545,37.88772727,36.593964500599995,36.316918069695,34.49703580260442
658,,7.76,7.105625,7.0228125,6.628125,6.4821875,8.529375,8.0134375,6.645,7.288709677000001,6.153870968,6.153870968,7.832903226,6.397741935,6.837419355,6.441290323,6.401898353660003,6.40917845860181,6.4016901715293315
659,,12.97086957,9.980851064,10.96808511,8.270851064,11.47755556,12.54733333,9.711363636,12.93295455,13.10860465,14.06934783,14.42288889,15.29822222,15.28204545,12.73317073,12.2502439,12.221654663899999,12.219549148568008,12.178997932442467
660,,7.381363636000001,8.291363636,6.623181818,7.416818182,8.504090909,10.55727273,9.558181818,7.98,8.234545455,6.893636364,6.893636364,9.610454545,8.300454545,8.921363636,8.634090909,8.634049192669988,8.642140416663484,8.63870868266929
661,,57.53571429,64.925,62.785,61.82,62.2925,66.87,65.86,67.2125,60.26,62.10125,57.43625,59.09375,64.54875,60.3775,61.8175,58.58439117029994,56.535244727765885,40.351874164727676
662,,13.36660377,11.33886792,11.00377358,10.05423077,11.37192308,12.07596154,9.489411765,9.730384615,12.9826,10.187999999999999,9.77122449,13.77285714,13.624489800000001,10.78531915,11.92913043,11.898045110399995,11.876503906653998,11.861510822172228
663,,13.61052632,12.45210526,12.53789474,11.58293103,12.22637931,13.80310345,11.52344828,12.44689655,15.03,14.60145455,9.632727272999999,14.24472727,14.42163636,14.97240741,14.37415094,14.381252463,14.453215087664994,14.487474614550008
664,,14.55651515,14.58469697,13.448,13.35681818,13.73924242,13.64484848,14.33693548,12.95129032,14.53583333,17.424067800000003,19.21807018,17.47963636,18.24553571,18.30849057,19.72666667,19.80677988389999,19.887069428359013,19.987997314284442
665,,11.885238099999999,9.711904762,9.00952381,8.247619047999999,9.311904762000001,9.163333332999999,9.037142857000001,10.05285714,10.32095238,9.124761905,10.17142857,9.644285714,9.59952381,9.7655,10.109,10.156483110220009,10.222321664644797,10.240736327389696
666,,41.57916667,40.445,38.84333333,36.73541667,37.57583333,41.57625,39.67791667,35.65521739,34.76818182,44.41086957,46.68304348,44.38217391,45.16478261,19.334,21.5085,22.877389021499976,26.811825717932997,29.982252801583574
667,,13.89142857,12.76357143,13.00642857,12.415,12.32928571,13.055,11.05384615,11.42230769,12.08769231,12.64538462,11.60384615,12.45076923,9.460769231,12.06538462,11.81384615,11.825250652100005,11.829431712269995,11.845443497770765
668,,8.210588235,8.627647059,9.297058824,9.144705882,8.588823528999999,9.984705882,7.882352941000001,9.307647058999999,9.041875,7.97625,8.011875,9.315,9.224375,10.23375,8.486875,8.484586631290012,8.4603632758124,8.431046146483338
669,,7.9925,8.23125,7.1725,7.07375,8.534166667000001,9.475833332999999,8.095416667,8.359166667,8.170416667000001,6.82125,9.620869565,8.859565217,7.764782609,8.154090908999999,8.902857143,8.901611766940002,8.887639257040403,8.88824310191471
670,,31.74842105,30.14157895,29.56888889,27.91789474,31.59842105,29.99052632,37.82176471,33.18625,34.573125,23.26473684,25.35842105,24.39210526,28.59823529,28.48857143,33.51571429,33.063332164499954,31.03844902743398,30.863499948726986
671,,11.07733333,10.73866667,8.803333333,7.879333333,8.804666667000001,8.383333333,6.444666667000001,7.8921428570000005,11.895,8.016666667,9.005333333,10.86333333,11.56266667,9.274666667,10.74733333,10.724449228799983,10.722923016277898,10.685946674599954
672,,11.16017857,8.578035714,9.246607143,8.47125,9.345789474,10.14315789,8.413214286,9.737090908999999,10.64185185,8.723571429,10.60508772,10.24736842,10.11035088,9.869454545,10.67425926,10.678572149399992,10.628131289078494,10.62958054171486
673,,17.1274359,14.35230769,10.96153846,11.65195122,15.33571429,14.680238099999999,13.75690476,12.808,14.41473684,11.71358974,12.18512195,13.09609756,13.24410256,13.21289474,14.84428571,14.850044766999977,14.834299799386958,14.77939663502188
674,,6.452592592999999,6.771481481,7.207037037,7.0781481479999995,6.913333333,7.400740741,6.872307692000001,7.0144,7.5372,6.5828,7.16428504,7.4032,7.124166667000001,7.257083333,6.747083333,6.747461440379993,6.740734847986897,6.7340898379597744
675,,11.19238095,11.21095238,10.19809524,10.02285714,11.13357143,9.94,8.493846154,8.943947368,8.000526316,10.12195122,12.8125,10.56179487,10.44105263,6.827142857,6.813714286000001,6.806221047820007,6.785045183089612,6.761679099743088
676,,6.608461537999999,7.723076923,7.345384615,6.414615385,7.283846154,10.93923077,7.166153846,8.035384615,7.562307692,7.266923077,12.19,8.170769231,7.776923077,9.157692308,7.951538462,7.966299920659999,7.995238323984897,8.002258504955353
677,,6.195238095,5.9538095239999995,5.905238095,5.69952381,5.787142857,5.426666667,4.53952381,5.766,5.824736842,6.001,9.242,6.316,6.414444444,6.305,6.1636842110000005,6.162231517629997,6.167505666572397,6.151413059068688
678,,13.62106383,12.37340426,11.81957447,10.97565217,11.40152174,12.12130435,11.0973913,11.77956522,12.01673913,10.84533333,12.20066667,12.27711111,12.39543478,11.76688889,13.14644444,13.157574629800008,13.208468222078999,13.323510453645167
679,,7.557058823999999,6.816470588,7.398235294,7.405882352999999,7.648235294,8.151176471,6.495882353,7.000588235,6.926470588,7.094375,6.99488335,5.871875,6.92,7.325625,7.23625,7.221376322890003,7.215447396651309,7.206623157752699
680,,10.164375,10.75375,12.02,13.44266667,12.448,12.93666667,11.28733333,12.38,13.65142857,11.91357143,11.47533333,11.80333333,14.292,12.45214286,11.80466667,11.842899646699994,11.852840917614001,11.86312104058502
681,,10.51,10.3640625,10.7265625,10.99935484,10.12387097,10.7946875,9.9928125,10.22032258,10.18548387,9.779354839,10.44645161,10.10935484,10.15709677,9.817586207,10.40483871,10.395488787330002,10.444749645064203,10.438171863530847
682,,17.28333333,17.52,18.15666667,18.97,19.39333333,20.53333333,20.58833333,20.53,22.43666667,22.20333333,24.365,24.04333333,26.24166667,28.41333333,30.46166667,30.047317485099974,29.476173546216977,29.046845114751736
683,,9.196,9.388,9.43,10.362,10.52,11.38,10.89,13.09,9.545,9.505,12.23666667,3.25,3.65,5.17,5.39,5.391506753389995,5.288974228252703,5.3475960210242945
684,,22.88111111,22.93222222,23.77666667,24.0325,23.59125,21.88777778,22.31625,23.6075,27.46714286,27.31142857,28.23428571,28.44571429,32.894,31.3,33.24857143,32.72782160920004,32.158000350757995,31.702796979308815
685,,7.957058824,7.618285714,7.615142857,7.895806452,7.40516129,8.319333333,8.264516129,8.416666667000001,8.491935483999999,8.110666667,8.374642857000001,8.468076923,8.792,9.188787879,10.18705882,10.171352794699988,10.203353555775884,10.233148924715573
686,,5.168571429,5.175238095,5.184285714,5.021904762,4.766315789,4.26,3.9184210530000003,3.8539999999999996,4.271,3.6775,4.5985,4.721578947,4.69,4.637368421000001,4.425,4.414247089870004,4.407574168786702,4.387919877135705
687,,9.918333333,9.84875,9.933478261,10.86545455,11.32333333,11.92714286,11.22631579,12.18526316,13.29526316,13.54388889,14.3595,14.32882353,14.27555556,14.56833333,12.69,12.70754432390002,12.679186887361027,12.668197422519924
688,,11.20428571,11.46952381,12.0952381,12.5385,11.86684211,14.37904762,14.118,14.219000000000001,16.30444444,15.50166667,17.39823529,18.73875,21.336875,20.33538462,19.83692308,19.80595889899997,19.815408642547002,20.111119794549904
689,,11.455,12.24904762,13.732000000000001,14.534,14.89,15.589,16.13263158,17.18894737,17.97684211,16.08882353,18.97705882,18.943125,20.415,20.7025,21.296875,21.391558972200002,21.31085825169302,21.07225314780802
690,,21.104,22.04,25.018,25.05,26.068,28.36,27.296999999999997,29.204,31.23666667,32.66333333,32.982,34.715,35.648,37.92777778,38.38010613,37.4412298903,36.27143994426902,35.65771383780306
691,,24.494,24.096,23.214000000000002,23.39,24.561999999999998,25.956,23.888,24.118000000000002,24.98,27.004,23.33,25.454,25.665,29.0575,27.3675,29.056300212100012,28.47836649016102,28.86591125715903
692,,5.49875,5.896875,5.16,6.84125,6.7,6.37625,6.402,5.382000000000001,7.01,6.507142857000001,6.9125,6.615,6.322307692000001,5.278461538,6.037692308,6.046446656799998,6.058199914623499,6.061181588904662
693,,6.365882353,6.780588235,7.115294118,7.180625,6.58125,8.209375,6.7623529410000005,5.475882352999999,6.664705882000001,6.142352941,7.248125,7.561875,7.780666667,8.097857142999999,8.961428571,8.956884793110014,8.960750424611314,8.936923803183417
694,,21.12714286,21.55285714,21.86428571,21.61,16.74,16.38166667,21.88428571,22.19428571,24.52857143,23.90857143,22.78857143,25.06571429,23.61714286,16.00166667,25.98428571,25.934825296900026,25.709617845158014,26.378793859535463
695,,8.671428571,9.345714286,10.12785714,11.35071429,10.66571429,11.69714286,10.66357143,12.21,12.29538462,13.63818182,18.51909091,17.5,16.20181818,13.16727273,11.37,11.379128586999999,11.368122804734996,11.36500753192601
696,,16.00333333,15.92166667,16.755,16.574,16.166,16.76181818,14.73727273,15.18818182,15.91090909,16.733,15.50333333,16.14083333,16.28454545,17.3,14.635,14.651022140999997,14.650885869628992,14.713187017034091
697,,4.621,4.242,4.156000000000001,4.169,3.4445,3.802857143,3.297142857,2.7433333330000003,3.3780952380000002,3.3139999999999996,3.340588235,3.3123529410000003,3.979285714,2.5047058819999997,2.999375,3.0219226558599943,2.920510007858898,2.8030540411635276
698,,9.986774194,9.9775,9.92375,10.365625,10.6053125,11.4996875,10.86633333,11.83548387,11.28935484,10.89266667,10.8725,11.56166667,12.86448276,12.59633333,12.49465,12.557395937400008,12.549749309154013,12.593600304768586
699,,5.064074074,5.560357142999999,5.87137931,6.0272413789999995,5.516206897000001,5.861034482999999,5.023214286,4.524642857,5.396296296,5.038076923,5.836923077000001,6.272608696,6.583913043,5.6125,6.4576,6.455656297260001,6.427381818761108,6.44954627347473
700,,11.56,11.30142857,12.62684211,13.32117647,13.17235294,13.51,12.06,11.699000000000002,13.0115,11.68578947,12.59789474,13.22842105,13.66421053,13.88444444,14.28,14.304403846799987,14.361982332019988,14.424513803160288
701,,7.24,7.33,6.32,6.3,6.59,6.24,6.51,6.5,6.3,6.01,4.81,6.13,6.46,6.46,5.09,5.0805219064600005,5.079005464429396,5.077534141218821
702,,5.835384615,6.587307692,5.808076923,6.3230769229999995,6.703076922999999,7.647692308,6.798461538,6.835,5.953076922999999,6.051538462000001,4.390384615,5.8038461539999995,5.61,5.79,4.818461538,4.810649743260004,4.820967124111607,4.835163148065721
703,,3.963333333,3.206666667,2.733333333,4.23,4.42,4.133333333,2.8033333330000003,3.7033333330000002,3.326666667,3.173333333,3.093333333,3.636666667,4.195,4.82,5.27,5.2608696588099955,5.2643720602493,5.2640976895123615
704,,7.77,6.895,7.348,7.414,8.166,8.616,5.537999999999999,5.9,5.358,4.214444444,3.2675,3.3775,4.1125,4.36,3.71625,3.7382643519100025,3.7358749385244017,3.7698045720309716
705,,14.97333333,16.72166667,15.60833333,15.70666667,16.3425,15.30916667,14.9,14.9725,12.03909091,12.31666667,12.9225,13.17833333,12.35363636,12.75090909,12.32818182,12.288021820500024,12.264938174486026,12.181568542550174
706,,14.07416667,14.16416667,15.31083333,15.87666667,12.4475,13.035,12.56833333,12.78916667,12.18583333,11.34416667,13.47727273,14.00909091,14.55545455,14.00363636,14.115,14.414092994799987,14.303732400857996,14.285348245214287
707,,10.37235294,11.61588235,11.54294118,12.63882353,11.49058824,11.22411765,10.91294118,11.18705882,7.247999999999999,6.531333332999999,5.195,6.25625,6.693125,6.443125,4.498666667,4.498744414180003,4.503899753579505,4.514367078565179
708,,2.780833333,4.649166667,2.545416667,4.433333333,4.517916667,5.579166667000001,2.720416667,4.968333333,3.335833333,2.7275,1.975416667,3.791666667,3.88375,5.734583333,3.7029166669999998,3.7186117065400044,3.7283162982250015,3.746467665341673
709,,7.771833332999999,8.408833332999999,6.974,7.982166667,7.709166667000001,8.611,8.137166667,8.083166667,7.723166667,6.914237288,6.21637931,7.215862069,8.017222222000001,8.710925926,8.486415094,8.476009935519999,8.441247367404403,8.442467661856242
710,,7.464761905,7.14547619,7.017380952000001,7.2888095239999995,7.484047619,8.429047619,7.411904762000001,7.786190476,7.884285714,6.606190476,5.897435897,6.684358973999999,7.184871795,7.748648649,7.000810811,6.9948361861999935,7.012163442825498,7.016622311997297
711,,3.8588888889999997,3.7766666669999998,3.1766666669999997,4.251111111,5.985555556,5.922222222,5.028888889,4.4344444439999995,4.2525,3.0075,3.4228571430000003,5.5,4.374285714,5.698571428999999,4.407142857,4.404297554559998,4.406722449743001,4.40000882134905
712,,8.665,7.063,6.754,8.644444444,8.095555556,7.726666667000001,7.746,7.472,8.062999999999999,6.381,6.018,7.787000000000001,8.626,7.186,7.43,7.4466724301999925,7.461418569321297,7.496709271587759
713,,8.403333332999999,8.206666667,8.553333333,7.7583333329999995,9.183333333,8.736666667,10.95,7.975,9.863333333,9.608333333,6.976666667000001,8.64,8.161666667,7.958333333,8.895,8.894419059299995,8.8932814888233,8.878849054385222
714,,7.233636364,7.869,7.438,8.336,7.318,8.677,7.973,8.345454545,7.831,5.991818182,6.22,7.731111111000001,8.017777778,7.96,8.796666667,8.80306081054,8.799156373436997,8.786937260397144
715,,6.4025,6.88875,6.65625,6.13,6.40125,6.74375,6.96375,5.84625,6.12,5.29875,5.56375,5.56625,5.275,5.19125,5.015,5.017092977889995,5.021274273136502,5.034417302319176
716,,6.112352941,6.325882353,6.062941176,6.257647059,6.3088888889999994,7.6358823529999995,7.271764706,7.632352941000001,7.093125,6.424444444,6.592777777999999,6.821666667000001,6.589444444,6.557222222,6.536111111,6.546508146270003,6.547956933439698,6.550113798920534
717,,5.97,6.735714286,6.905,5.333333333,6.056,6.654,9.966666667,6.873333333,7.682,7.205,4.381428571,6.6,7.632857143,8.055714286,8.358333333,8.35726927892001,8.353258138624314,8.382916267434851
718,,7.21,8.820666667000001,6.9357142860000005,6.123571429,7.32,8.543571429,8.979285714,7.5926666670000005,8.288,6.8186666670000005,7.471333333,8.857142857000001,9.69,9.372142857,9.368571429,9.36585280931999,9.35997748549131,9.357054163428685
719,,7.525,6.444,5.337999999999999,7.325,6.643636364,6.171,7.292000000000001,8.147,8.363999999999999,7.047000000000001,6.968,6.644545455,7.637272727,7.255454545,6.646,6.642910262749999,6.650201075092701,6.634336311083721
720,,6.797857143,6.498571429,6.38,6.196923077,6.631538462000001,6.757692307999999,6.7641666670000005,6.049230768999999,5.636666667,5.5007692310000005,3.078461538,6.174285714,7.37,6.948181817999999,7.236363636,7.218792711279999,7.190874070944499,7.1935673367152795
721,,9.715,8.135,7.6,7.875,8.2175,9.525,10.6675,8.4025,8.9,7.8625,3.9625,8.22,9.3075,9.8675,9.7275,9.72573524478999,9.725302441754005,9.72506356911682
722,,5.814,5.648,6.3660000000000005,7.483333332999999,6.7925,7.8275,7.875,9.2,7.106,6.818,5.542000000000001,6.656000000000001,6.27,6.4,6.382000000000001,6.388603230919997,6.385941244297602,6.396440947459085
723,,8.374,7.978333332999999,6.9516666670000005,6.725,6.185,6.2183333329999995,7.966,4.82,6.6525,3.6039999999999996,6.83,7.1,6.146,3.742,4.484,4.487584547440004,4.484750430304006,4.494329720609624
724,,7.49,6.94,7.475,7.25,7.225,8.53,10.1,8.55,8.75,7.2,3.35,7.975,6.84,6.885,8.415,8.401733702759996,8.373448124589407,8.385071135276338
725,,7.476363636,8.134,7.781000000000001,7.655555556,8.1775,9.28875,9.97,8.7875,7.965555556,6.995,7.277272727000001,7.389090909,7.859090909,8.092,9.964,9.890819639440004,9.870789669034608,9.869592016416622
726,,6.756666667,7.0,7.828333333,6.465,7.598333332999999,7.723333332999999,8.112,7.306,6.696666667000001,5.571666667000001,3.055,3.055,7.71,7.41,7.82,7.811407866290008,7.787007189004806,7.814012346135086
727,,7.42,6.281428571,7.407142857,6.848571429,6.535714286,7.572857142999999,7.638571429,7.372857142999999,7.651428571,5.551428571000001,6.191428571,7.827142857,6.6085714289999995,6.07,7.08,7.079535381900002,7.067868726333893,7.060336823446843
728,,8.670769231,7.587692307999999,7.134615385,7.134615385,7.484615385,9.879230769,10.54,9.047692308,6.313076923,9.252307692,7.071538462,8.312307692000001,8.859230769,8.274615385,9.868461538,9.847857467210005,9.828867777132611,9.833447244349394
729,,6.7275,6.9375,5.87875,6.0575,6.3125,7.5125,7.715,7.80625,7.23125,6.9825,7.41625,7.41625,7.99375,6.56625,6.3985714289999995,6.3980074724300025,6.392619919954302,6.395066014653055
730,,10.53384615,9.24,9.862307692,8.760769231,10.23461538,9.46,9.593076923,9.076923077,9.925384615,7.66,7.131538462000001,8.573846154,9.241666667,8.199,7.0766666670000005,7.072355262169997,7.066894308319394,7.06574690732545
731,,5.792000000000001,5.718,6.75,7.54,6.632000000000001,6.676,7.0,5.247999999999999,5.524,5.064,5.064,5.064,5.064,5.064,5.064,5.0685227441300045,5.065454797793604,5.070441496160564
732,,7.9233333329999995,6.2620000000000005,6.74,7.03,6.715333332999999,7.544666667,8.059285714,7.563571429,7.007333332999999,6.45,6.295333332999999,6.636666667,5.576428571,5.213571429,4.160481225,4.171248368300002,4.196258175712997,4.197088879457741
733,,7.617142857,7.2328571429999995,8.674285714,6.461428571,5.91125,6.39375,5.92,7.38125,7.532857142999999,5.094285714,4.8875,6.675,6.96,6.11625,4.21025659,4.209897073549996,4.214889292623198,4.2118263351808904
734,,7.7182222220000005,8.066666667,8.333333332999999,7.8666666670000005,7.171666667,8.42,8.258333333,8.371666667000001,7.408333333,7.13,7.0,7.135,7.77,6.53,7.017886648999999,6.999793736280002,7.014340131371307,7.01698115051144
735,,7.154285713999999,6.46,6.4,5.947142857,7.007142857000001,7.131428571,7.09,6.652857142999999,6.652857142999999,6.652857142999999,3.057142857,6.462857143,7.114285714,6.385714286,7.081428571,7.084107244049991,7.081539149565993,7.0651361590888
736,,10.30574879,10.30574879,9.896551724,9.824333333,9.561666667,7.837000000000001,9.518333333,11.2337037,11.35103448,10.25965517,11.10357143,12.24777778,11.50272727,9.080526316,9.3105,9.330530624300012,9.360816285750607,9.357776895286484
737,,11.94956522,11.364761900000001,11.94956522,11.94956522,12.91166667,13.34333333,13.32583333,13.92090909,18.03478261,16.87772727,14.83217391,14.42869565,16.16789474,15.95736842,18.96222222,18.638353746500012,18.591497592685037,18.57842260041916
738,,14.126875,12.84166667,13.435,13.45166667,12.47388889,14.94,13.595,14.72333333,17.84176471,17.2275,17.40666667,15.80615385,19.79666667,17.595,20.18090909,20.17308734450002,19.970481648348024,20.0651442016298
739,,9.634948454,8.101020408,9.198282828,8.935353535,8.795360825,7.4370833329999995,8.1003125,8.633586957,10.38097826,8.685957447,9.245604396000001,9.374719101,9.041764706,9.051176471,9.026705882,9.03831728707999,9.038466670075978,9.028389439404037
740,,10.51619048,9.259555556,10.642000000000001,8.891555556,8.880227273,7.369782609,7.610217391,8.658809524,9.264047619,9.2305,8.92475,9.14275,11.64787879,10.856969699999999,12.0124,12.027665301099995,12.034541911951992,12.038440155881258
741,,13.19125,11.35205882,12.88617647,11.42323529,12.62242424,14.189375,10.04875,12.605625,11.31833333,10.64833333,11.91533333,13.59133333,9.797666667,10.77925926,13.11307692,13.137182600900003,13.279507155994988,13.28496922272824
742,,8.510701754,8.060892857,8.86,7.248965517,7.6882456139999995,6.599298246,7.347857143,8.721636364,10.32672414,9.679122807,9.527017544,10.06196429,8.755384615,7.8046,9.09877551,9.081062615899999,9.05160739869669,9.045406123618063
743,,9.4655,6.952608696,11.08208333,10.02,10.30434783,11.70391304,10.4626087,11.38391304,12.1873913,12.30727273,9.788181818,11.22052632,11.95944444,10.78888889,12.672,12.681725278200014,12.678874689527014,12.677866523493742
744,,18.6192,14.75833333,16.54434783,15.1384,13.97269231,14.7516,12.61708333,13.52227273,23.39615385,22.66807692,24.7848,23.971999999999998,23.27631579,22.27277778,23.33933333,23.053422406200028,24.272074667500007,23.81712456086593
